Train_no,Train_name,Starts,Ends,No_seats
3063,Hwh Njp Special,Howrah Junction,New Jalpaiguri,20
12906,Hwh Pbr Okhaex,Howrah Junction,Okha,20
12867,Hwh Pdy Express,Howrah Junction,Puducherry,20
2241,Hwh Premium Special,Lokmanyatilak T,Howrah Junction,20
12827,Hwh Prr Express,Howrah Junction,Purulia Junction,20
12222,Hwh Pune Duront,Howrah Junction,Pune Junction,20
12837,Hwh Puri Express,Howrah Junction,Puri,20
12895,Hwh Puri Express,Howrah Junction,Puri,20
12887,Hwh Puri Express,Howrah Junction,Puri,20
12881,Hwh Puri G Rath,Howrah Junction,Puri,20
18627,Hwh Rnc Intercity Express,Howrah Junction,Ranchi,20
22891,Hwh Rnc Intercity Express,Howrah Junction,Ranchi,20
18617,Hwh Rnc Intercity Express,Howrah Junction,Ranchi,20
13043,Hwh Rxl Express,Howrah Junction,Raxual Junction,20
3029,Hwh Rxl Special,Howrah Junction,Raxual Junction,20
3043,Hwh Rxl Special,Howrah Junction,Raxual Junction,20
3543,Hwh Rxl Special,Howrah Junction,Raxual Junction,20
22803,Hwh Sbp Superfast Express,Howrah Junction,Sambalpur,20
22894,Hwh Snsi Express,Howrah Junction,Sainagar Shirdi,20
22831,Hwh Sspn Express,Howrah Junction,Sai P Nilayam,20
13053,Hwh Suri Express,Howrah Junction,Siuri,20
12663,Hwh Tpj Express,Howrah Junction,Tiruchchirapali,20
22863,Hwh Ypr Ac Express,Howrah Junction,Yesvantpur Junction,20
12245,Hwh Ypr Duronto,Howrah Junction,Yesvantpur Junction,20
12863,Hwh Ypr Express,Howrah Junction,Yesvantpur Junction,20
2863,Hwh Ypr Premium,Howrah Junction,Yesvantpur Junction,20
7091,Hyb Ald Special,Hyderabad Decan,Allahabad Junction,20
7028,Hyb Vskp Special,Hyderabad Decan,Vishakapatnam,20
17020,Hyb Aii Express,Hyderabad Decan,Ajmer Junction,20
12720,Hyb Aii Superfast Express,Hyderabad Decan,Ajmer Junction,20
57130,Hyb Bjp Psgr,Hyderabad Decan,Bijapur,20
7011,Hyb Bpa Special,Hyderabad Decan,Belampalli,20
7001,Hyb Cct Special,Hyderabad Decan,Kakinada Town,20
7125,Hyb Jp Special,Hyderabad Decan,Ajmer Junction,20
17003,Hyb Kop Express,Hyderabad Decan,C Shahumharaj T,20
11303,Hyb Kop Express,Hyderabad Decan,C Shahumharaj T,20
1032,Hyb Kop Special,Hyderabad Decan,C Shahumharaj T,20
7003,Hyb Kota Special,Hyderabad Decan,Kota Junction,20
6306,Hyb Mas Superfast Special,Hyderabad Decan,Chennai Central,20
57563,Hyb Pbn Passenger,Hyderabad Decan,Parbhani Junction,20
17014,Hyb Pune Express,Hyderabad Decan,Pune Junction,20
7115,Hyb Qln Special,Hyderabad Decan,Kollam Junction,20
7109,Hyb Qln Special,Hyderabad Decan,Kollam Junction,20
7166,Hyb Qln Special,Hyderabad Decan,Kollam Junction,20
7429,Hyb Ru Special,Hyderabad Decan,Renigunta Junction,20
17005,Hyb Rxl Express,Hyderabad Decan,Raxual Junction,20
7128,Hyb Shm Special,Hyderabad Decan,Shalimar,20
7110,Hyderabad Express,Kollam Junction,Hyderabad Decan,20
7106,Hyderabad Express,Kollam Junction,Hyderabad Decan,20
7108,Hyderabad Express,Kollam Junction,Hyderabad Decan,20
12603,Hyderabad Express,Chennai Central,Hyderabad Decan,20
17031,Hyderabad Express,Mumbai Cst,Hyderabad Decan,20
7165,Hyderabad Express,Kollam Junction,Hyderabad Decan,20
57550,Hyderabad Passenger,Aurangabad,Hyderabad Decan,20
22941,Inbd Jat S F Express,Indore Junction Bg,Jammu Tawi,20
19325,Ind Amritsar Express,Indore Junction Bg,Amritsar Junction,20
14317,Ind Ddn Express,Indore Junction Bg,Dehradun,20
22183,Ind Double Deck,Habibganj,Indore Junction Bg,20
22185,Ind Double Deck,Bhopal Junction,Indore Junction Bg,20
11125,Ind Gwaliar Express,Indore Junction Bg,Gwalior,20
22944,Ind Pune Express,Indore Junction Bg,Pune Junction,20
19312,Ind Pune Express,Indore Junction Bg,Pune Junction,20
59307,Indb Aii Link E,Indore Junction Bg,Jaipur,20
9311,Indb Ajmer Special,Indore Junction Bg,Ajmer Junction,20
14319,Indb Barelly Express,Indore Junction Bg,Bareilly,20
9302,Indb Bdts Special,Indore Junction Bg,Bandra Terminus,20
19801,Indb Intercity,Kota Junction,Indore Junction Bg,20
11701,Indb Intercity,Jabalpur,Indore Junction Bg,20
19324,Indb Intercity,Habibganj,Indore Junction Bg,20
9307,Indb Jat Superfast Special,Indore Junction Bg,Jammu Tawi,20
11471,Indb Jbp Express,Indore Junction Bg,Jabalpur,20
9728,Indb Jp Superfast Special,Indore Junction Bg,Jaipur,20
12923,Indb Nagpur Express,Indore Junction Bg,Nagpur,20
19313,Indb Patna Express,Indore Junction Bg,Patna Junction,20
9305,Indb Patna P Superfast,Indore Junction Bg,Patna Junction,20
19321,Indb Rjpb Express,Indore Junction Bg,Rjndr Ngr Bihar,20
9309,Indb Sealdah Special,Indore Junction Bg,Sealdah,20
21125,Indore Bhind Express,Indore Junction Bg,Bhind,20
12227,Indore Duronto,Mumbai Central,Indore Junction Bg,20
19314,Indore Express,Rjndr Ngr Bihar,Indore Junction Bg,20
19310,Indore Gnc Express,Indore Junction Bg,Gandhinagar Cap,20
22105,Indrayani Express,Mumbai Cst,Pune Junction,20
22106,Indrayani Express,Pune Junction,Mumbai Cst,20
18411,Inter City Express,Bhubaneswar,Vishakapatnam,20
18412,Inter City Express,Vishakapatnam,Bhubaneswar,20
15603,Inter City Express,Kamakhya,Ledo,20
15720,Intercity,Siliguri Junction,Katihar Junction,20
15719,Intercity,Katihar Junction,Siliguri Junction,20
13401,Intercity Express,Bhagalpur,Danapur,20
12383,Intercity Express,Sealdah,Asansol Junction,20
12384,Intercity Express,Asansol Junction,Sealdah,20
12416,Intercity Express,H Nizamuddin,Indore Junction Bg,20
13402,Intercity Express,Danapur,Bhagalpur,20
15604,Intercity Express,Ledo,Kamakhya,20
12128,Intercity Express,Pune Junction,Mumbai Cst,20
12725,Intercity Express,Bangalore Cy Junction,Dharwar,20
12127,Intercity Express,Mumbai Cst,Pune Junction,20
12726,Intercity Express,Dharwar,Bangalore Cy Junction,20
14316,Intercity Express,New Delhi,Bareilly,20
19412,Intercity Express,Ajmer Junction,Ahmedabad Junction,20
12481,Intercity Express,Delhi,Shri Ganganagar,20
14211,Intercity Express,Agra Cantt,New Delhi,20
22610,Intercity Express,Coimbatore Junction,Mangalore Cntl,20
22609,Intercity Express,Mangalore Cntl,Coimbatore Junction,20
13504,Intercity Express,Asansol Junction,Sealdah,20
14212,Intercity Express,New Delhi,Agra Cantt,20
12412,Intercity Express,Amritsar Junction,Chandigarh,20
12411,Intercity Express,Chandigarh,Amritsar Junction,20
13235,Intercity Express,Sahibganj Junction,Danapur,20
13236,Intercity Express,Danapur,Sahibganj Junction,20
15616,Intercity Express,Dekargaon,Kamakhya,20
15615,Intercity Express,Kamakhya,Dekargaon,20
15713,Intercity Express,Katihar Junction,Patna Junction,20
12466,Intercity Express,Jodhpur Junction,Indore Junction Bg,20
19802,Intercity Express,Indore Junction Bg,Kota Junction,20
12482,Intercity Express,Shri Ganganagar,Delhi,20
14315,Intercity Express,Bareilly,New Delhi,20
15471,Intercity Express,Alipur Duar Junction,Kamakhya,20
15470,Intercity Express,Lumding Junction,Alipur Duar Junction,20
11452,Intercity Express,Rewa,Jabalpur,20
15469,Intercity Express,Alipur Duar Junction,Lumding Junction,20
15472,Intercity Express,Kamakhya,Alipur Duar Junction,20
19323,Intercity Express,Indore Junction Bg,Habibganj,20
11451,Intercity Express,Jabalpur,Rewa,20
15714,Intercity Express,Patna Junction,Katihar Junction,20
13465,Intercity Express,Howrah Junction,Malda Town,20
13466,Intercity Express,Malda Town,Howrah Junction,20
12530,Intercity Express,Jabalpur,Habibganj,20
13225,Intercity Express,Jaynagar,Danapur,20
13226,Intercity Express,Danapur,Jaynagar,20
12529,Intercity Express,Habibganj,Jabalpur,20
22187,Intercity Express,Habibganj,Jabalpur,20
22188,Intercity Express,Jabalpur,Habibganj,20
18695,Ipr Rjpb Express,Islampur,Rjndr Ngr Bihar,20
12871,Ispat Express,Howrah Junction,Titlagarh,20
12872,Ispat Express,Titlagarh,Howrah Junction,20
58112,Itr Tata Passgn,Itwari,Tatanagar Junction,20
1705,Jabalpur Nyn Special,Jabalpur,Naini,20
19771,Jaipur Asr Express,Ajmer Junction,Amritsar Junction,20
12239,Jaipur Duronto,Mumbai Central,Jaipur,20
12967,Jaipur Express,Chennai Central,Jaipur,20
12975,Jaipur Express,Mysore Junction,Jaipur,20
19573,Jaipur Express,Okha,Jaipur,20
12973,Jaipur Express,Indore Junction Bg,Jaipur,20
54805,Jaipur Passenger,Ahmedabad Junction,Jaipur,20
9043,Jaipur Premium,Bandra Terminus,Jaipur,20
9047,Jaipur Special,Bandra Terminus,Jaipur,20
9025,Jaipur Special,Bandra Terminus,Jaipur,20
12979,Jaipur Superfast Fast,Bandra Terminus,Jaipur,20
18103,Jalianwala B Express,Tatanagar Junction,Amritsar Junction,20
12380,Jalianwala B Express,Amritsar Junction,Sealdah,20
18104,Jalianwala B Express,Amritsar Junction,Tatanagar Junction,20
12379,Jalianwalab Express,Sealdah,Amritsar Junction,20
12477,Jam Jat Express,Jamnagar,Jammu Tawi,20
12414,Jammu Aii Express,Jammu Tawi,Ajmer Junction,20
12207,Jammu Garib Rat,Kathgodam,Jammu Tawi,20
15654,Jammu Ghy Express,Jammu Tawi,Guwahati,20
12588,Jammu Gkp Express,Jammu Tawi,Gorakhpur Junction,20
24033,Jammu Mail,Delhi,Hoshiarpur,20
14033,Jammu Mail,Delhi,Udhampur,20
24034,Jammu Mail,Hoshiarpur,Delhi,20
14034,Jammu Mail,Udhampur,Delhi,20
12425,Jammu Rajdhani,New Delhi,Jammu Tawi,20
12426,Jammu Rajdhani,Jammu Tawi,New Delhi,20
13151,Jammu Tawi Express,Kolkata,Jammu Tawi,20
11449,Jammutawi Express,Jabalpur,Jammu Tawi,20
19059,Jamnagar Intcit,Surat,Jamnagar,20
12078,Jan Shatabdi,Vijayawada Junction,Chennai Central,20
12081,Jan Shatabdi,Kannur,Trivandrum Cntl,20
12076,Jan Shatabdi,Trivandrum Cntl,Kozhikode,20
12077,Jan Shatabdi,Chennai Central,Vijayawada Junction,20
12075,Jan Shatabdi,Kozhikode,Trivandrum Cntl,20
12082,Jan Shatabdi,Trivandrum Cntl,Kannur,20
12051,Jan Shatabdi Express,Dadar,Madgaon,20
12052,Jan Shatabdi Express,Madgaon,Dadar,20
12084,Jan Shatabdi Express,Coimbatore Junction,Mayiladuturai J,20
12068,Jan Shatabdi Express,Jorhat Town,Guwahati,20
12080,Jan Shatabdi Express,Hubli Junction,Bangalore Cy Junction,20
12067,Jan Shatabdi Express,Guwahati,Jorhat Town,20
12071,Jan Shatabdi Express,Dadar,Aurangabad,20
12083,Jan Shatabdi Express,Mayiladuturai J,Coimbatore Junction,20
13419,Janasewa Express,Bhagalpur,Muzaffarpur Junction,20
13205,Janhit Express,Saharsa Junction,Danapur,20
13206,Janhit Express,Danapur,Saharsa Junction,20
19107,Janmabhoomi Express,Ahmedabad Junction,Udhampur,20
12806,Janmabhoomi Express,Secunderabad Junction,Vishakapatnam,20
19108,Janmabhoomi Express,Udhampur,Ahmedabad Junction,20
12805,Janmabhoomi Express,Vishakapatnam,Secunderabad Junction,20
13420,Jansewa Express,Muzaffarpur Junction,Bhagalpur,20
12070,Janshatabdi Express,Gondia Junction,Raigarh,20
12023,Janshatabdi Express,Howrah Junction,Patna Junction,20
12024,Janshatabdi Express,Patna Junction,Howrah Junction,20
12072,Janshatabdi Express,Aurangabad,Dadar,20
12079,Janshatabdi Express,Bangalore Cy Junction,Hubli Junction,20
12069,Janshatabdi Express,Raigarh,Gondia Junction,20
11450,Jat Jbp Express,Jammu Tawi,Jabalpur,20
19224,Jat Adi Express,Jammu Tawi,Ahmedabad Junction,20
2208,Jat Adi Gr Special,Jammu Tawi,Ahmedabad Junction,20
4132,Jat Ald Premium,Jammu Tawi,Allahabad Junction,20
19226,Jat Bti Express,Jammu Tawi,Bhatinda Junction,20
14502,Jat Bti Express,Jammu Tawi,Bhatinda Junction,20
12470,Jat Cnb Express,Jammu Tawi,Kanpur Central,20
2452,Jat Cnb Premium,Jammu Tawi,Kanpur Central,20
2172,Jat Cstm Special,Jammu Tawi,Mumbai Cst,20
4038,Jat Dli Special,Jammu Tawi,Delhi,20
18216,Jat Durg Express,Jammu Tawi,Durg,20
12550,Jat Durg Superfast Express,Jammu Tawi,Durg,20
2530,Jat Gkp Premium,Jammu Tawi,Gorakhpur Junction,20
5044,Jat Gkp Special,Jammu Tawi,Gorakhpur Junction,20
12476,Jat Hapa Express,Jammu Tawi,Hapa,20
3004,Jat Hwh Superfast Special,Jammu Tawi,Howrah Junction,20
22942,Jat Indb Superfast Express,Jammu Tawi,Indore Junction Bg,20
9308,Jat Indb Superfast Special,Jammu Tawi,Indore Junction Bg,20
12478,Jat Jamnagr Express,Jammu Tawi,Jamnagar,20
19804,Jat Kota Express,Jammu Tawi,Kota Junction,20
18110,Jat Muri Rou Express,Jammu Tawi,Tatanagar Junction,20
2445,Jat Premium Special,New Delhi,Jammu Tawi,20
14714,Jat Sgnr Express,Jammu Tawi,Shri Ganganagar,20
4734,Jat Sgnr Special,Jammu Tawi,Shri Ganganagar,20
5720,Jbn Dli Special,Jogbani,Delhi,20
13160,Jbn Kolkata Express,Jogbani,Kolkata,20
22181,Jbp Nzm Express,Jabalpur,H Nizamuddin,20
12160,Jbp Ami Superfast Express,Jabalpur,Amravati,20
1753,Jbp Bsp Special,Jabalpur,Bilaspur Junction,20
1755,Jbp Bsp Special,Jabalpur,Bilaspur Junction,20
58870,Jbp Btc Passenger,Jabalpur,Balaghat Junction,20
58868,Jbp Btc Passenger,Jabalpur,Balaghat Junction,20
1731,Jbp Chennai Special,Jabalpur,Chennai Central,20
1702,Jbp Cstm Special,Jabalpur,Mumbai Cst,20
1707,Jbp Durg Special,Jabalpur,Durg,20
12188,Jbp Garib Rath,Mumbai Cst,Jabalpur,20
2188,Jbp Garibrath S,Mumbai Cst,Jabalpur,20
1709,Jbp Gaya Special,Jabalpur,Gaya Junction,20
1674,Jbp Hbj Superfast Special,Jabalpur,Habibganj,20
11472,Jbp Indb Express,Jabalpur,Indore Junction Bg,20
11702,Jbp Intercity,Indore Junction Bg,Jabalpur,20
11652,Jbp Intercity E,Singrauli,Jabalpur,20
12061,Jbp Janshatabdi,Habibganj,Jabalpur,20
12192,Jbp Ndls Superfast Express,Jabalpur,New Delhi,20
58840,Jbp Nir Ngp Passenger,Jabalpur,Nagpur,20
2181,Jbp Nzm Superfast Special,Jabalpur,H Nizamuddin,20
1656,Jbp Pune Superfast Special,Jabalpur,Pune Junction,20
51701,Jbp Rewa Passenger,Jabalpur,Rewa,20
1265,Jbp Rewa Special,Jabalpur,Rewa,20
11466,Jbp Somnath Express,Jabalpur,Somnath,20
11464,Jbp Somnath Express,Jabalpur,Somnath,20
12194,Jbp Ypr Superfast Express,Jabalpur,Yesvantpur Junction,20
18212,Jdb Durg Express,Jagdalpur,Durg,20
8002,Jgm Kgp Special Express,Jhargram,Kharagpur Junction,20
15941,Jhajha Dbrg Express,Jhajha,Dibrugarh,20
12874,Jharkhand Express,Anand Vihar Trm,Hatia,20
12818,Jharkhand Express,Anand Vihar Trm,Hatia,20
12873,Jharkhand S J E,Hatia,Anand Vihar Trm,20
12817,Jharkhand Sj Express,Hatia,Anand Vihar Trm,20
11077,Jhelum Express,Pune Junction,Jammu Tawi,20
11078,Jhelum Express,Jammu Tawi,Pune Junction,20
12825,Jhrkhnd S Krant,Ranchi,New Delhi,20
12826,Jhrkhnd S Kranti,New Delhi,Ranchi,20
11103,Jhs Bdts Express,Jhansi Junction,Bandra Terminus,20
11109,Jhs Ljn Intercity Express,Jhansi Junction,Lucknow Ne,20
13072,Jmp Hwh Express,Jamalpur Junction,Howrah Junction,20
12101,Jnaneswari Delx,Lokmanyatilak T,Howrah Junction,20
12102,Jnaneswarisupdl,Howrah Junction,Lokmanyatilak T,20
14802,Jodhpur Express,Gandhidham Bg,Jodhpur Junction,20
16508,Jodhpur Express,Bangalore Cy Junction,Jodhpur Junction,20
22484,Jodhpur Express,Gandhidham Bg,Jodhpur Junction,20
52546,Joyride,Darjeeling,To Darjeeling,20
52549,Joyride,Darjeeling,To Darjeeling,20
52547,Joyride,Darjeeling,To Darjeeling,20
52548,Joyride,Darjeeling,To Darjeeling,20
52574,Joyride Diesel,Darjeeling,To Darjeeling,20
12404,Jp Ald Express,Jaipur,Allahabad Junction,20
54806,Jp Adi Passnger,Jaipur,Ahmedabad Junction,20
9426,Jp Adi Special,Jaipur,Ahmedabad Junction,20
12035,Jp Af Shatabdi,Jaipur,Agra Fort,20
9622,Jp Aii Intercity,Jaipur,Ajmer Junction,20
9626,Jp Aii Superfast Special,Jaipur,Ajmer Junction,20
3564,Jp Asn Special,Jaipur,Asansol Junction,20
19781,Jp Asr Express,Ajmer Junction,Amritsar Junction,20
14807,Jp Awr Express,Jaipur,Alwar,20
12240,Jp Bct Duronto,Jaipur,Mumbai Central,20
12956,Jp Bct Supfast,Jaipur,Mumbai Central,20
9725,Jp Bdts Premium,Jaipur,Bandra Terminus,20
22934,Jp Bdts Superfast Express,Jaipur,Bandra Terminus,20
9044,Jp Bdts Special,Jaipur,Bandra Terminus,20
9028,Jp Bdts Special,Jaipur,Bandra Terminus,20
9048,Jp Bdts Special,Jaipur,Bandra Terminus,20
9026,Jp Bdts Special,Jaipur,Bandra Terminus,20
9034,Jp Bdts Special,Jaipur,Bandra Terminus,20
9731,Jp Bdts Special,Jaipur,Bandra Terminus,20
12980,Jp Bdts Superfast Express,Jaipur,Bandra Terminus,20
12468,Jp Bkn Intercity,Jaipur,Bikaner Junction,20
19711,Jp Bpl Express,Jaipur,Indore Junction Bg,20
59805,Jp Bxn Passenger,Jaipur,Bayana Junction,20
12970,Jp Cbe Superfast Express,Jaipur,Coimbatore Junction,20
19717,Jp Cdg Intercity,Jaipur,Chandigarh,20
9705,Jp Dee Ac Express,Jaipur,Delhi S Rohilla,20
22986,Jp Double Dcker,Delhi S Rohilla,Jaipur,20
12986,Jp Double Dcker,Delhi S Rohilla,Jaipur,20
18214,Jp Durg Express,Jaipur,Durg,20
8214,Jp Durg Special,Jaipur,Durg,20
9717,Jp Durg Special,Jaipur,Durg,20
9769,Jp Fl Passenger Special,Jaipur,Phulera Junction,20
54833,Jp Hsr Passenger,Jaipur,Hisar,20
9703,Jp Hwh Special,Jaipur,Howrah Junction,20
12974,Jp Indb Express,Jaipur,Indore Junction Bg,20
22478,Jp Ju Superfast Express,Jaipur,Jodhpur Junction,20
9727,Jp Koaa Premium,Jaipur,Kolkata,20
19715,Jp Ljn Express,Jaipur,Lucknow Ne,20
9707,Jp Ljn Express,Jaipur,Lucknow Ne,20
12968,Jp Madras Express,Jaipur,Chennai Central,20
12976,Jp Mysore Express,Jaipur,Mysore Junction,20
11204,Jp Ngp Express,Jaipur,Nagpur,20
4551,Jp Nldm Special,Jaipur,Nangal Dam,20
19574,Jp Okha Express,Jaipur,Okha,20
12940,Jp Pune Superfast Express,Jaipur,Pune Junction,20
9759,Jp Pune Special,Jaipur,Pune Junction,20
59802,Jp Rtm Fastpass,Jaipur,Ratlam Junction,20
9736,Jp Sc Special,Jaipur,Secunderabad Junction,20
19713,Jp Sc Express,Jaipur,Secunderabad Junction,20
9715,Jp Sur Special,Jaipur,Solapur Junction,20
9713,Jp Sur Special,Jaipur,Solapur Junction,20
22695,Jp Suvidha Express,Yesvantpur Junction,Jaipur,20
9767,Jp Swm Express Special,Jaipur,Sawai Madhopur,20
12992,Jp Udz Express,Jaipur,Udaipur City,20
9721,Jp Udz Superfast Special,Jaipur,Udaipur City,20
6512,Jp Ypr Express,Jaipur,Yesvantpur Junction,20
2696,Jp Ypr Premium,Jaipur,Yesvantpur Junction,20
6530,Jp Ypr Special,Jaipur,Yesvantpur Junction,20
22696,Jp Ypr Suvidha,Jaipur,Yesvantpur Junction,20
19064,Jsm Bdts Express,Jaisalmer,Bandra Terminus,20
22932,Jsm Bdts Superfast,Jaisalmer,Bandra Terminus,20
9046,Jsm Bdts Special,Jaisalmer,Bandra Terminus,20
14701,Jsm Bkn Express,Jaisalmer,Bikaner Junction,20
14660,Jsm Dli Express,Jaisalmer,Delhi,20
12372,Jsm Hwh Superfast Express,Jaisalmer,Howrah Junction,20
9710,Jsm Jp Express,Jaisalmer,Jaipur,20
14809,Jsm Ju Express,Jaisalmer,Jodhpur Junction,20
4802,Jsm Ju Special,Jaisalmer,Jodhpur Junction,20
14703,Jsm Lgh Express,Jaisalmer,Lalgarh Junction,20
53140,Jsme Koaa Pgs,Jasidih Junction,Kolkata,20
15605,Jttn Intercity,Kamakhya,Dibrugarh,20
54801,Ju Aii Fast Passenger,Jodhpur Junction,Ajmer Junction,20
9618,Ju Aii Special,Jodhpur Junction,Ajmer Junction,20
9614,Ju Aii Urs Special,Jodhpur Junction,Ajmer Junction,20
9020,Ju Bdts Special,Jodhpur Junction,Bandra Terminus,20
19056,Ju Bl Express,Jodhpur Junction,Valsad,20
54812,Ju Bpl Passenger,Jodhpur Junction,Bhopal Junction,20
54704,Ju Bti Pasenger,Jodhpur Junction,Bhatinda Junction,20
22481,Ju Dee Superfast,Jodhpur Junction,Delhi S Rohilla,20
14801,Ju Gimb Express,Jodhpur Junction,Gandhidham Bg,20
22483,Ju Gimb Superfast Express,Jodhpur Junction,Gandhidham Bg,20
4823,Ju Hwh Superfast Special,Jodhpur Junction,Howrah Junction,20
12308,Ju Hwh Supfast,Jodhpur Junction,Howrah Junction,20
22477,Ju Jp Superfast Express,Jodhpur Junction,Jaipur,20
14810,Ju Jsm Express,Jodhpur Junction,Jaisalmer,20
4801,Ju Jsmspl,Jodhpur Junction,Jaisalmer,20
14889,Ju Mbf Link Express,Bhagat Ki Kothi,Munabao,20
16126,Ju Ms Express,Jodhpur Junction,Chennai Egmore,20
4825,Ju Pune Superfast Special,Jodhpur Junction,Pune Junction,20
18474,Ju Puri Express,Jodhpur Junction,Puri,20
4821,Ju Sdah Premium,Jodhpur Junction,Sealdah,20
14682,Juc Ndls Express,Jalandhar City,New Delhi,20
52551,Jungle Safari,Siliguri Junction,Siliguri,20
52559,Jungle Safari,Siliguri Junction,Siliguri,20
12569,Jyg Anvt G Rath,Jaynagar,Anand Vihar Trm,20
3586,Jyg Asn Special,Jaynagar,Asansol Junction,20
18420,Jyg Dbg Puri Express,Jaynagar,Puri,20
12570,Jyg Garib Rath,Anand Vihar Trm,Jaynagar,20
13136,Jyg Koaa Express,Jaynagar,Kolkata,20
1050,Jyg Ltt Special,Jaynagar,Lokmanyatilak T,20
5513,Jyg Ltt Special,Jaynagar,Lokmanyatilak T,20
18606,Jyg Rnc Express,Jaynagar,Ranchi,20
2698,Jyg Ypr Premium,Jaynagar,Yesvantpur Junction,20
14257,K V Express,Varanasi Junction,New Delhi,20
7116,Kacheguda Express,Kollam Junction,Kacheguda,20
17651,Kacheguda Express,Chennai Egmore,Kacheguda,20
12786,Kacheguda Express,Bangalore Cy Junction,Kacheguda,20
7686,Kacheguda Express,Bangalore Cy Junction,Kacheguda,20
17616,Kacheguda Express,Madurai Junction,Kacheguda,20
2759,Kacheguda Express,Chennai Central,Kacheguda,20
17604,Kacheguda Express,Yesvantpur Junction,Kacheguda,20
16354,Kacheguda Express,Nagercoil Junction,Kacheguda,20
6308,Kacheguda Express,Nagercoil Junction,Kacheguda,20
14020,Kahanvally Express,Delhi S Rohilla,Chhindwara Junction,20
12226,Kaifiyat Express,Delhi,Azamgarh,20
12225,Kaifiyat Express,Azamgarh,Delhi,20
57626,Kakathiya F Psr,Manuguru,Secunderabad Junction,20
57625,Kakatiya F Passenger,Secunderabad Junction,Manuguru,20
57257,Kakinada Psgr,Tirupati,Kakinada Port,20
7212,Kakinadatown Express,Kollam Junction,Kakinada Town,20
14723,Kalindi Express,Kanpur Central,Bhiwani,20
14724,Kalindi Express,Bhiwani,Kanpur Central,20
18478,Kalingautkalexp,Haridwar Junction,Puri,20
12312,Kalka Mail,Kalka,Howrah Junction,20
12006,Kalka Shatabdi,Kalka,New Delhi,20
12005,Kalka Shatabdi,New Delhi,Kalka,20
12012,Kalka Shatabdi,Kalka,New Delhi,20
12011,Kalka Shatabdi,New Delhi,Kalka,20
52453,Kalka Simla Express,Kalka,Simla,20
15667,Kamakhya Express,Gandhidham Bg,Kamakhya,20
11071,Kamayani Express,Lokmanyatilak T,Varanasi Junction,20
11072,Kamayani Express,Varanasi Junction,Lokmanyatilak T,20
15959,Kamrup Express,Howrah Junction,Dibrugarh,20
15960,Kamrup Express,Dibrugarh,Howrah Junction,20
15657,Kanchanjanga Express,Sealdah,Guwahati,20
25657,Kanchanjanga Express,Sealdah,Silchar,20
15658,Kanchanjunga Express,Guwahati,Sealdah,20
25658,Kanchanjunga Express,Silchar,Sealdah,20
13150,Kanchankanya Express,Alipur Duar Junction,Sealdah,20
13149,Kanchankanya Express,Sealdah,Alipur Duar Junction,20
18001,Kandari Express,Howrah Junction,Digha Flag Stn,20
