Train_no,Train_name,Starts,Ends,No_seats
15116,Dli Cpr Express,Delhi,Chhapra,20
14206,Dli Fd Express,Delhi,Faizabad Junction,20
14731,Dli Fka Express,Delhi,Fazilka,20
3686,Dli Gaya Superfast Special,Delhi,Gaya Junction,20
14011,Dli Hsx Express,Delhi,Hoshiarpur,20
14659,Dli Jsm Express,Delhi,Barmer,20
4438,Dli Lko Ac Special,Delhi,Lucknow Nr,20
4037,Dli Pnp Special,Delhi,Panipat Junction,20
14037,Dli Ptk Express,Delhi,Pathankot,20
4411,Dli Svdk Suvidh,Delhi,Shmata V D Ktra,20
14521,Dli Umb Express,Delhi,Ambala Cant Junction,20
52576,Dmr Agtl Passenger,Dharmanagar,Agartala,20
3402,Dnr Bgp Special,Danapur,Bhagalpur,20
13247,Dnr Capital Express,Kamakhya,Danapur,20
83132,Dnr Grd Link Express,Danapur,Giridih,20
3236,Dnr Sbg Special,Danapur,Sahibganj Junction,20
23226,Dnr Shc Link Express,Danapur,Saharsa Junction,20
18184,Dnr Tata Express,Danapur,Tatanagar Junction,20
13010,Doon Express,Dehradun,Howrah Junction,20
13009,Doon Express,Howrah Junction,Kotdwara,20
23010,Doon Exxpress,Kotdwara,Howrah Junction,20
13244,Dos Pnbe Intcit,Dehri On Sone,Patna Junction,20
12131,Dr Sainagar Express,Dadar,Sainagar Shirdi,20
1003,Dr Swv Special,Dadar,Sawantwadi Road,20
18209,Drz R Express,Dalli Rajhara,Raipur Junction,20
18620,Dumk Rnc Express,Dumka,Ranchi,20
18241,Durg Abkp Express Pa,Durg,Chirmiri,20
18207,Durg Aii Express,Durg,Ajmer Junction,20
18215,Durg Jat Express,Durg,Jammu Tawi,20
12549,Durg Jat Superfast Express,Durg,Jammu Tawi,20
1708,Durg Jbp Special,Durg,Jabalpur,20
18211,Durg Jdb Express,Durg,Jagdalpur,20
18213,Durg Jp Express,Durg,Jaipur,20
9718,Durg Jp Special,Durg,Jaipur,20
18205,Durg Ntv Express,Durg,Nautanwa,20
18201,Durg Ntv Express,Durg,Nautanwa,20
8798,Durg Premium Special,Ambala Cant Junction,Durg,20
18426,Durg Puri Express,Durg,Puri,20
58529,Durg Vskp Pgr,Durg,Vishakapatnam,20
12357,Durgiana Express,Kolkata,Amritsar Junction,20
12220,Duronto Ac Express,Secunderabad Junction,Lokmanyatilak T,20
12269,Duronto Express,Chennai Central,H Nizamuddin,20
12266,Duronto Express,Jammu Tawi,Delhi S Rohilla,20
12213,Duronto Express,Yesvantpur Junction,Delhi S Rohilla,20
22201,Duronto Express,Sealdah,Puri,20
22214,Duronto Express,Patna Junction,Shalimar,20
12246,Duronto Express,Yesvantpur Junction,Howrah Junction,20
22202,Duronto Express,Puri,Sealdah,20
9726,Duronto Special,Jaipur,Mumbai Central,20
15636,Dwarka Express,Guwahati,Okha,20
17302,Dwr Mysore Express,Dharwar,Mysore Junction,20
56904,Dwr Sur Passenge,Dharwar,Solapur Junction,20
18645,East Coast Express,Howrah Junction,Hyderabad Decan,20
18646,East Coast Express,Hyderabad Decan,Howrah Junction,20
16606,Ernad Express,Nagercoil Junction,Mangalore Cntl,20
16605,Ernad Express,Mangalore Cntl,Nagercoil Junction,20
12677,Ernakulam Express,Bangalore Cy Junction,Eranakulam Junction,20
16314,Ernakulam Express,Kannur,Eranakulam Junction,20
16306,Ernakulam Express,Kannur,Eranakulam Junction,20
16187,Ernakulam Express,Karaikal,Eranakulam Junction,20
22608,Ernakulam Superfast Express,Bangalore Cy Junction,Eranakulam Junction,20
12684,Ernakulam Superfast Express,Bangalore Cy Junction,Eranakulam Junction,20
6055,Ernakulum Express,Chennai Central,Eranakulam Junction,20
6345,Ernakulum Express,Chennai Central,Eranakulam Junction,20
22816,Ers Bilaspur Express,Eranakulam Junction,Bilaspur Junction,20
16188,Ers Karaikalexp,Eranakulam Junction,Karaikal,20
1066,Ers Ltt Express,Eranakulam Junction,Lokmanyatilak T,20
12224,Ers Ltt Duronto,Eranakulam Junction,Lokmanyatilak T,20
12646,Ers Millenum Express,H Nizamuddin,Eranakulam Junction,20
12283,Ers Nzm Duronto,Eranakulam Junction,H Nizamuddin,20
16359,Ers Patna Express,Eranakulam Junction,Patna Junction,20
22149,Ers Pune Express,Eranakulam Junction,Pune Junction,20
2854,Ers Src Premium,Eranakulam Junction,Santragachi Junction,20
6549,Ersgaribrath,Yesvantpur Junction,Eranakulam Junction,20
59827,Etawah Passenger,Bhind,Etawah,20
12704,Falaknuma Express,Secunderabad Junction,Howrah Junction,20
12703,Falaknuma Express,Howrah Junction,Secunderabad Junction,20
13413,Farakka Express,Malda Town,Delhi,20
13483,Farakka Express,Malda Town,Delhi,20
13484,Farakka Express,Delhi,Malda Town,20
13414,Farkka Express,Delhi,Malda Town,20
51028,Fast Passenger,Pandharpur,Mumbai Cst,20
51027,Fast Passenger,Mumbai Cst,Pandharpur,20
14205,Fd Dli Express,Faizabad Junction,Delhi,20
22104,Fd Ltt Superfast Express,Faizabad Junction,Lokmanyatilak T,20
14732,Fka Dli Express,Fazilka,Delhi,20
9770,Fl Jp Passenger Special,Phulera Junction,Jaipur,20
12921,Flying Ranee,Mumbai Central,Surat,20
12922,Flying Ranee,Surat,Mumbai Central,20
7138,Fzr Hyb Special,Firozpur Cant,Hyderabad Decan,20
19024,Fzr Bct Janta,Firozpur Cant,Mumbai Central,20
4740,Fzr Bkn Special,Firozpur Cant,Bikaner Junction,20
14625,Fzr Intercity,Delhi S Rohilla,Firozpur Cant,20
19023,Fzr Janata Express,Mumbai Central,Firozpur Cant,20
5718,Fzr Kir Special,Firozpur Cant,Katihar Junction,20
5216,Fzr Shc Special,Firozpur Cant,Saharsa Junction,20
8891,G Sc Superfast Special,Gondia Junction,Secunderabad Junction,20
8897,G Shm Special,Gondia Junction,Shalimar,20
8297,G Src Special,Gondia Junction,Santragachi Junction,20
12616,G T Express,New Delhi,Chennai Central,20
58209,Gad Bsp Passenger,Gevra Road,Bilaspur Junction,20
18239,Gad Ngp Express,Gevra Road,Nagpur,20
13018,Ganadevta Express,Azimganj Junction,Howrah Junction,20
13017,Ganadevta Express,Howrah Junction,Azimganj Junction,20
19451,Gandhidham Express,Bandra Terminus,Gandhidham Bg,20
16336,Gandhidham Express,Nagercoil Junction,Gandhidham Bg,20
16506,Gandhidham Express,Bangalore Cy Junction,Gandhidham Bg,20
9456,Gandhidham Special,Indore Junction Bg,Gandhidham Bg,20
14216,Ganga Gomti Express,Lucknow Nr,Allahabad Junction,20
14215,Ganga Gomti Express,Allahabad Junction,Lucknow Nr,20
13186,Ganga Sagar Express,Jaynagar,Sealdah,20
13329,Gangadamodar Express,Dhanbad Junction,Patna Junction,20
13330,Gangadamodar Express,Patna Junction,Dhanbad Junction,20
12669,Gangakaveri Express,Chennai Central,Chhapra,20
12670,Gangakaveri Express,Chhapra,Chennai Central,20
13185,Gangasagar Express,Sealdah,Jaynagar,20
13308,Gangasatluj Express,Firozpur Cant,Dhanbad Junction,20
13307,Gangasutlej Express,Dhanbad Junction,Firozpur Cant,20
12937,Garbha Express,Gandhidham Bg,Howrah Junction,20
12938,Garbha Express,Howrah Junction,Gandhidham Bg,20
14043,Garhwal Express,Kotdwara,Delhi,20
14044,Garhwal Express,Delhi,Kotdwara,20
15715,Garib Nawaj Express,Kishanganj,Ajmer Junction,20
15716,Garib Nawaj Express,Ajmer Junction,Kishanganj,20
16532,Garib Nawaz Express,Bangalore Cy Junction,Ajmer Junction,20
12203,Garib Rath Express,Saharsa Junction,Amritsar Junction,20
14606,Garib Rath Express,Amritsar Junction,Lal Kuan,20
14605,Garib Rath Express,Lal Kuan,Amritsar Junction,20
12050,Gatimaan Express,H Nizamuddin,Agra Cantt,20
12049,Gatimaan Express,Agra Cantt,H Nizamuddin,20
2397,Gaya Anvt Special,Gaya Junction,Anand Vihar Trm,20
1660,Gaya Hbj Special,Gaya Junction,Habibganj,20
13024,Gaya Hwh Express,Gaya Junction,Howrah Junction,20
1710,Gaya Jbp Special,Gaya Junction,Jabalpur,20
15619,Gaya Kyq Wkly E,Gaya Junction,Kamakhya,20
12389,Gaya Ms Express,Gaya Junction,Chennai Egmore,20
13510,Gd Asn Express,Gonda Junction,Asansol Junction,20
14214,Gd Bsb Intercity,Gonda Junction,Varanasi Junction,20
11111,Gd Sushasan Express,Gwalior,Balrampur,20
2710,Gdr Garibrathsp,Secunderabad Junction,Gudur Junction,20
15632,Ghy Bme Bkn Express,Guwahati,Bikaner Junction,20
5969,Ghy Dbrg Special,Guwahati,Dibrugarh,20
12517,Ghy Garib Rath,Kolkata,Guwahati,20
5609,Ghy Gkp Special,Guwahati,Gorakhpur Junction,20
2502,Ghy Hwh Special,Guwahati,Howrah Junction,20
3058,Ghy Hwh Special,Guwahati,Howrah Junction,20
15606,Ghy Intercity,Dibrugarh,Kamakhya,20
6335,Ghy Kcvl Special,Guwahati,Kochuveli,20
15646,Ghy Ltt Express,Guwahati,Lokmanyatilak T,20
15648,Ghy Ltt Express,Guwahati,Lokmanyatilak T,20
15617,Ghy Nhln I C Express,Guwahati,Mumbai Cst,20
2261,Ghy Premium Special,Sealdah,Guwahati,20
15640,Ghy Puri Express,Guwahati,Puri,20
22423,Ghy Rajdhani Express,Dibrugarh Town,New Delhi,20
12510,Ghy Sbc Express,Guwahati,Bangalore Cy Junction,20
12514,Ghy Sc Express,Guwahati,Secunderabad Junction,20
7250,Ghy Sc Special,Guwahati,Secunderabad Junction,20
7150,Ghy Sc Special,Guwahati,Secunderabad Junction,20
55615,Ghy Scl Passenger,Guwahati,Silchar,20
2262,Ghy Sdah Premiu,Guwahati,Sealdah,20
12516,Ghy Tvc Express,Guwahati,Trivandrum Cntl,20
12508,Ghy Tvc Express,Guwahati,Trivandrum Cntl,20
9455,Gimb Indore Special,Gandhidham Bg,Indore Junction Bg,20
12993,Gimb Puri Express,Gandhidham Bg,Puri,20
19453,Gimb Puri Express,Gandhidham Bg,Puri,20
16505,Gimb Sbc Express,Gandhidham Bg,Bangalore Cy Junction,20
18502,Gimb Vskp Express,Gandhidham Bg,Vishakapatnam,20
12860,Gitanjali Express,Howrah Junction,Mumbai Cst,20
12859,Gitanjali Express,Mumbai Cst,Howrah Junction,20
19410,Gkp Adi Express,Gorakhpur Junction,Ahmedabad Junction,20
15057,Gkp Anvt Express,Gorakhpur Junction,Anand Vihar Trm,20
5027,Gkp Anvt Special,Gorakhpur Junction,Anand Vihar Trm,20
5035,Gkp Anvt Special,Gorakhpur Junction,Anand Vihar Trm,20
5039,Gkp Anvt Special,Gorakhpur Junction,Anand Vihar Trm,20
5049,Gkp Anvt Special,Gorakhpur Junction,Delhi,20
5051,Gkp Anvt Special,Gorakhpur Junction,Anand Vihar Trm,20
5037,Gkp Anvt Special,Gorakhpur Junction,Anand Vihar Trm,20
5057,Gkp Anvt Special,Gorakhpur Junction,Anand Vihar Trm,20
13508,Gkp Asn Express,Gorakhpur Junction,Asansol Junction,20
2533,Gkp Bdts Special,Gorakhpur Junction,Bandra Terminus,20
1078,Gkp Cstm Special,Gorakhpur Junction,Mumbai Cst,20
15005,Gkp Ddn Express,Gorakhpur Junction,Dehradun,20
5610,Gkp Ghy Special,Gorakhpur Junction,Guwahati,20
15105,Gkp Intercity,Chhapra,Gorakhpur Junction,20
15104,Gkp Intercity,Manduadih,Gorakhpur Junction,20
12532,Gkp Intercity,Lucknow Ne,Gorakhpur Junction,20
15020,Gkp Intercity,Nautanwa,Gorakhpur Junction,20
2529,Gkp Jat Premium,Gorakhpur Junction,Jammu Tawi,20
3132,Gkp Koaa Special,Gorakhpur Junction,Kolkata,20
3136,Gkp Koaa Special,Gorakhpur Junction,Kolkata,20
15050,Gkp Kolkata Express,Gorakhpur Junction,Kolkata,20
15052,Gkp Kolkata Express,Gorakhpur Junction,Kolkata,20
15018,Gkp Ltt Express,Gorakhpur Junction,C Shahumharaj T,20
11082,Gkp Ltt Express,Gorakhpur Junction,Lokmanyatilak T,20
11080,Gkp Ltt Express,Gorakhpur Junction,Lokmanyatilak T,20
2018,Gkp Ltt Premium,Gorakhpur Junction,Lokmanyatilak T,20
2016,Gkp Ltt Premium,Gorakhpur Junction,Lokmanyatilak T,20
1048,Gkp Ltt Special,Gorakhpur Junction,Lokmanyatilak T,20
5031,Gkp Ltt Special,Gorakhpur Junction,Lokmanyatilak T,20
12541,Gkp Ltt Superfast Express,Gorakhpur Junction,Lokmanyatilak T,20
55149,Gkp Muv Passenger,Gorakhpur Junction,Manduadih,20
15045,Gkp Okha Express,Gorakhpur Junction,Okha,20
2528,Gkp Premium Special,Anand Vihar Trm,Gorakhpur Junction,20
2017,Gkp Premium Special,Lokmanyatilak T,Gorakhpur Junction,20
2015,Gkp Premium Special,Lokmanyatilak T,Gorakhpur Junction,20
15029,Gkp Pune Express,Gorakhpur Junction,Pune Junction,20
11038,Gkp Pune Express,Gorakhpur Junction,Pune Junction,20
5023,Gkp Pune Special,Gorakhpur Junction,Pune Junction,20
12589,Gkp Sc Express,Gorakhpur Junction,Secunderabad Junction,20
15022,Gkp Shm Express,Gorakhpur Junction,Shalimar,20
15023,Gkp Ypr Express,Gorakhpur Junction,Yesvantpur Junction,20
12591,Gkp Ypr Express,Gorakhpur Junction,Yesvantpur Junction,20
15015,Gkp Ypr Express,Gorakhpur Junction,Yesvantpur Junction,20
19309,Gnc Indore Express,Gandhinagar Cap,Indore Junction Bg,20
22118,Gnt Double Deck,Kacheguda,Guntur Junction,20
57306,Gnt Kcg Passenger,Guntur Junction,Kacheguda,20
12705,Gnt Sc Express,Guntur Junction,Secunderabad Junction,20
7229,Gnt Tpty Special,Guntur Junction,Tirupati,20
12780,Goa Express,H Nizamuddin,Hubli Junction,20
12779,Goa Express,Vasco Da Gama,H Nizamuddin,20
12449,Goa Sampark K Express,Madgaon,Chandigarh,20
12450,Goa Sampark K Express,Chandigarh,Madgaon,20
11056,Godan Express,Gorakhpur Junction,Lokmanyatilak T,20
11055,Godan Express,Lokmanyatilak T,Gorakhpur Junction,20
12728,Godavari Express,Hyderabad Decan,Vishakapatnam,20
12727,Godavari Express,Vishakapatnam,Hyderabad Decan,20
17201,Golconda Express,Guntur Junction,Secunderabad Junction,20
17202,Golconda Express,Secunderabad Junction,Guntur Junction,20
12903,Goldentemple Ml,Mumbai Central,Amritsar Junction,20
12904,Goldn Temple Ml,Amritsar Junction,Mumbai Central,20
16535,Golgumbaz Express,Mysore Junction,Solapur Junction,20
16536,Golgumbaz Express,Solapur Junction,Mysore Junction,20
12419,Gomti Express,Lucknow Nr,New Delhi,20
12420,Gomti Express,New Delhi,Lucknow Nr,20
15232,Gondia Bju Express,Gondia Junction,Barauni Junction,20
15118,Gondia Cpr Express,Gondia Junction,Chhapra,20
12406,Gondwana Express,H Nizamuddin,Bhusaval Junction,20
12410,Gondwana Express,H Nizamuddin,Raigarh,20
12409,Gondwana Express,Raigarh,H Nizamuddin,20
12405,Gondwana Express,Bhusaval Junction,H Nizamuddin,20
12556,Gorakdam Express,Hisar,Gorakhpur Junction,20
12555,Gorakdam Express,Gorakhpur Junction,Hisar,20
15046,Gorakhpur Express,Okha,Gorakhpur Junction,20
15017,Gorakhpur Express,Lokmanyatilak T,Gorakhpur Junction,20
12592,Gorakhpur Express,Yesvantpur Junction,Gorakhpur Junction,20
12590,Gorakhpur Express,Secunderabad Junction,Gorakhpur Junction,20
19409,Gorakhpur Express,Ahmedabad Junction,Gorakhpur Junction,20
23154,Gour Express,Balurghat,Sealdah,20
13154,Gour Express,Malda Town,Sealdah,20
13153,Gour Express,Sealdah,Balurghat,20
12738,Goutami Express,Secunderabad Junction,Kakinada Port,20
12737,Goutami Express,Kakinada Port,Secunderabad Junction,20
1221,Gr Bpl Special,Gulbarga,Bhopal Junction,20
12615,Grand Trunk Express,Chennai Central,New Delhi,20
53520,Grd Link Passenger Express,Giridih,Kolkata,20
57478,Gtl Tpty Passenger,Guntakal Junction,Tirupati,20
19011,Gujarat Express,Mumbai Central,Ahmedabad Junction,20
19012,Gujarat Express,Ahmedabad Junction,Mumbai Central,20
12901,Gujarat Mail,Mumbai Central,Ahmedabad Junction,20
12902,Gujarat Mail,Ahmedabad Junction,Mumbai Central,20
19110,Gujarat Queen,Ahmedabad Junction,Valsad,20
19033,Gujarat Queen,Valsad,Ahmedabad Junction,20
19109,Gujarat Queen,Valsad,Ahmedabad Junction,20
19034,Gujarat Queen,Ahmedabad Junction,Valsad,20
12917,Gujarat Sampark K,Ahmedabad Junction,H Nizamuddin,20
12918,Gujrat S Kranti,H Nizamuddin,Ahmedabad Junction,20
12659,Gurudev Express,Nagercoil Junction,Shalimar,20
12660,Gurudev Express,Shalimar,Nagercoil Junction,20
16342,Guruvayur Express,Trivandrum Cntl,Guruvayur,20
16128,Guv Chennai Express,Guruvayur,Chennai Egmore,20
12515,Guwahati Express,Trivandrum Cntl,Guwahati,20
12509,Guwahati Express,Bangalore Cy Junction,Guwahati,20
12507,Guwahati Express,Trivandrum Cntl,Guwahati,20
6336,Guwahati Express,Kochuveli,Guwahati,20
15647,Guwahati Express,Lokmanyatilak T,Guwahati,20
15645,Guwahati Express,Lokmanyatilak T,Guwahati,20
15629,Guwahati Express,Chennai Egmore,Guwahati,20
15635,Guwahati Express,Okha,Guwahati,20
15630,Guwahati Ms Express,Guwahati,Chennai Egmore,20
11124,Gwl Bju Mail,Gwalior,Barauni Junction,20
11126,Gwl Indb Express,Gwalior,Indore Junction Bg,20
12197,Gwl Intercity,Bhopal Junction,Gwalior,20
1016,Gwl Ltt Special,Gwalior,Lokmanyatilak T,20
11102,Gwl Pune Express,Gwalior,Pune Junction,20
11112,Gwl Sushasan Express,Balrampur,Gwalior,20
11032,Gyan Ganga Express,Manduadih,Pune Junction,20
22131,Gyan Ganga Express,Pune Junction,Manduadih,20
11031,Gyan Ganga Express,Pune Junction,Manduadih,20
22132,Gyan Ganga Superfast,Manduadih,Pune Junction,20
12153,Habibganj Express,Lokmanyatilak T,Habibganj,20
12755,Haldia Express,Chennai Central,Haldia,20
22613,Haldia Express,Chennai Central,Haldia,20
59812,Haldighati Passenger,Agra Fort,Ratlam Junction,20
59811,Haldighati Passenger,Ratlam Junction,Agra Fort,20
16592,Hampi Express,Mysore Junction,Hubli Junction,20
16591,Hampi Express,Hubli Junction,Mysore Junction,20
22939,Hapa Bsp Express,Hapa,Bilaspur Junction,20
9535,Hapa Bsp Superfast Special,Hapa,Bilaspur Junction,20
19577,Hapa Express,Tirunelveli,Hapa,20
29059,Hapa Intercity,Surat,Hapa,20
12475,Hapa Jat Express,Hapa,Jammu Tawi,20
22908,Hapa Madgaon Express,Hapa,Madgaon,20
19578,Hapa Ten Express,Hapa,Tirunelveli,20
12998,Hapa Ten Superfast Express,Hapa,Tirunelveli,20
22917,Haridwar Express,Bandra Terminus,Haridwar Junction,20
19031,Haridwar Mail,Ahmedabad Junction,Haridwar Junction,20
19105,Haridwar Mail,Ahmedabad Junction,Haridwar Junction,20
14523,Hariharnath Express,Muzaffarpur Junction,Ambala Cant Junction,20
17416,Haripriya Express,C Shahumharaj T,Tirupati,20
17415,Haripriya Express,Tirupati,C Shahumharaj T,20
13164,Hate Bazare Express,Saharsa Junction,Sealdah,20
13163,Hate Bazare Express,Sealdah,Saharsa Junction,20
12811,Hatia Express,Lokmanyatilak T,Hatia,20
13113,Hazarduari Express,Kolkata,Lalgola,20
13114,Hazarduari Express,Lalgola,Kolkata,20
1653,Hbj Bdts Superfast Special,Habibganj,Bandra Terminus,20
59394,Hbj Dhd Fast Passenger,Habibganj,Dahod,20
22184,Hbj Double Deck,Indore Junction Bg,Habibganj,20
1659,Hbj Gaya Special,Habibganj,Gaya Junction,20
12062,Hbj Janshatabdi,Jabalpur,Habibganj,20
1267,Hbj Jbp Special,Habibganj,Jabalpur,20
1402,Hbj Ltt Special,Habibganj,Lokmanyatilak T,20
12154,Hbj Ltt Superfast Express,Habibganj,Lokmanyatilak T,20
1658,Hbj Ngp Special,Habibganj,Nagpur,20
1652,Hbj Pune Special,Habibganj,Pune Junction,20
2185,Hbj Rewa Special,Habibganj,Rewa,20
2189,Hbj Rewa Superfast Special,Habibganj,Rewa,20
2191,Hbj Rewa Superfast Special,Habibganj,Rewa,20
12364,Hdb Koaa Superfast Express,Haldibari,Kolkata,20
14609,Hemkunt Express,Rishikesh,Jammu Tawi,20
14610,Hemkunt Express,Jammu Tawi,Rishikesh,20
14553,Himachal Express,Delhi,Amb Andaura,20
14554,Himachal Express,Amb Andaura,Delhi,20
14096,Himalayan Queen,Kalka,Delhi S Rohilla,20
52456,Himalyan Queen,Simla,Kalka,20
52455,Himalyan Queen,Kalka,Simla,20
14095,Himalyan Queen,Delhi S Rohilla,Kalka,20
12331,Himgiri Express,Howrah Junction,Jammu Tawi,20
12332,Himgiri Express,Jammu Tawi,Howrah Junction,20
16317,Himsagar Express,Kanyakumari,Jammu Tawi,20
16318,Himsagar Express,Jammu Tawi,Tirunelveli,20
18448,Hirakhand Express,Jagdalpur,Bhubaneswar,20
18447,Hirakhand Express,Bhubaneswar,Jagdalpur,20
18508,Hirakund Express,Amritsar Junction,Vishakapatnam,20
12443,Hlz Anvt Wkly S,Haldia,Anand Vihar Trm,20
22614,Hlz Mas Superfast Express,Haldia,Chennai Central,20
22982,Hmh Kota Superfast,Shri Ganganagar,Kota Junction,20
4751,Hmh Sgnr Special,Hanumangarh Junction,Shri Ganganagar,20
13052,Hool Express,Siuri,Howrah Junction,20
13051,Hool Express,Howrah Junction,Siuri,20
56909,Hospet Passenger,Bangalore Cy Junction,Hospet Junction,20
12261,Howrah Duronto,Mumbai Cst,Howrah Junction,20
12221,Howrah Duronto,Pune Junction,Howrah Junction,20
22832,Howrah Express,Sai P Nilayam,Howrah Junction,20
12572,Howrah Express,Sai P Nilayam,Howrah Junction,20
12664,Howrah Express,Tiruchchirapali,Howrah Junction,20
12833,Howrah Express,Ahmedabad Junction,Howrah Junction,20
12809,Howrah Mail,Mumbai Cst,Howrah Junction,20
12840,Howrah Mail,Chennai Central,Howrah Junction,20
12869,Howrah Superfast Express,Mumbai Cst,Howrah Junction,20
16578,Hrr Ypr Express,Harihar,Yesvantpur Junction,20
54601,Hsr Asr Psngr,Hisar,Amritsar Junction,20
2916,Hsr Bdts Express,Hisar,Bandra Terminus,20
22916,Hsr Bdts S F Express,Hisar,Bandra Terminus,20
54834,Hsr Jp Passenger,Hisar,Jaipur,20
14012,Hsx Dli Express,Hoshiarpur,Delhi,20
4414,Hsx Dli Special,Hoshiarpur,Delhi,20
2084,Hte Cstm Superfast Special,Hatia,Mumbai Cst,20
1088,Hte Cstm Special,Hatia,Mumbai Cst,20
8894,Hte G Special,Hatia,Gondia Junction,20
12812,Hte Ltt Super,Hatia,Lokmanyatilak T,20
8612,Hte Ngp Special,Hatia,Nagpur,20
18626,Hte Pnbe Express,Hatia,Patna Junction,20
22846,Hte Pune Express,Hatia,Pune Junction,20
18624,Hte Rjpb Express,Hatia,Rjndr Ngr Bihar,20
18616,Hte Rnc Hwh Express,Hatia,Howrah Junction,20
18637,Hte Ypr Express,Hatia,Yesvantpur Junction,20
12835,Hte Ypr Express,Hatia,Yesvantpur Junction,20
8635,Hte Ypr Special,Hatia,Yesvantpur Junction,20
8637,Hte Ypr Special,Hatia,Yesvantpur Junction,20
2686,Hubli Premium,Patna Junction,Hubli Junction,20
12778,Hubli Express,Kochuveli,Hubli Junction,20
1494,Hubli Express,Bijapur,Hubli Junction,20
56501,Hubli Passenger,Vijayawada Junction,Hubli Junction,20
17224,Hundry Express,Kurnool Town,Secunderabad Junction,20
17223,Hundry Express,Secunderabad Junction,Kurnool Town,20
12701,Husainsagar Express,Mumbai Cst,Hyderabad Decan,20
12702,Hussainsagar Express,Hyderabad Decan,Mumbai Cst,20
12157,Hutatma Express,Pune Junction,Solapur Junction,20
12158,Hutatma Express,Solapur Junction,Pune Junction,20
19032,Hw Adi Mail,Haridwar Junction,Ahmedabad Junction,20
19106,Hw Adi Mail,Haridwar Junction,Ahmedabad Junction,20
19610,Hw Aii Express,Haridwar Junction,Ajmer Junction,20
9639,Hw Aii Special,Haridwar Junction,Ajmer Junction,20
14116,Hw Ald Express,Haridwar Junction,Allahabad Junction,20
12053,Hw Asr Jnshtbdi,Haridwar Junction,Amritsar Junction,20
22918,Hw Bdts Superfast Express,Haridwar Junction,Bandra Terminus,20
4736,Hw Bkn Special,Haridwar Junction,Bikaner Junction,20
12912,Hw Bl Superfast Express,Haridwar Junction,Valsad,20
24887,Hw Bme Link Express,Haridwar Junction,Barmer,20
12370,Hw Hwh S F Express,Haridwar Junction,Howrah Junction,20
3116,Hw Koaa Superfast Special,Haridwar Junction,Kolkata,20
12172,Hw Ltt Ac Superfast,Haridwar Junction,Lokmanyatilak T,20
3015,Hw Puja Special,Howrah Junction,Haridwar Junction,20
15033,Hw Rmr Express,Haridwar Junction,Ramnagar,20
12063,Hw Uhl Link Jsh,Haridwar Junction,Una Himachal,20
12834,Hwh Adi Express,Howrah Junction,Ahmedabad Junction,20
3001,Hwh Ajmer Special,Howrah Junction,Ajmer Junction,20
58013,Hwh Bksc Passenger,Howrah Junction,Bokaro Stl City,20
13063,Hwh Blgt Express,Howrah Junction,Balurghat,20
13025,Hwh Bpl Express,Howrah Junction,Bhopal Junction,20
58011,Hwh Ckp Passenger,Howrah Junction,Chakradharpur,20
12262,Hwh Cstm Duront,Howrah Junction,Mumbai Cst,20
12870,Hwh Cstm Express,Howrah Junction,Mumbai Cst,20
15235,Hwh Dbg Express,Howrah Junction,Darbhanga Junction,20
53041,Hwh Dbg Pgr,Howrah Junction,Jaynagar,20
12847,Hwh Dgha Duront,Howrah Junction,Digha Flag Stn,20
2249,Hwh Dgha Special,Howrah Junction,Digha Flag Stn,20
12385,Hwh Dhn D D Express,Howrah Junction,Dhanbad Junction,20
12311,Hwh Dli Klk Mai,Howrah Junction,Kalka,20
12274,Hwh Duronto Express,New Delhi,Howrah Junction,20
13023,Hwh Gaya Express,Howrah Junction,Gaya Junction,20
3057,Hwh Ghy Special,Howrah Junction,Guwahati,20
3067,Hwh Gkp Special,Howrah Junction,Gorakhpur Junction,20
18615,Hwh Hatia Express,Howrah Junction,Hatia,20
3003,Hwh Jat Special,Howrah Junction,Jammu Tawi,20
13071,Hwh Jmp Express,Howrah Junction,Jamalpur Junction,20
12371,Hwh Jsm Express,Howrah Junction,Jaisalmer,20
12307,Hwh Ju Express,Howrah Junction,Bikaner Junction,20
4824,Hwh Ju Special,Howrah Junction,Jodhpur Junction,20
15711,Hwh Kir Express,Howrah Junction,Katihar Junction,20
18005,Hwh Koraput Express,Howrah Junction,Jagdalpur,20
12353,Hwh Lku Express,Howrah Junction,Lal Kuan,20
2242,Hwh Ltt Premium,Howrah Junction,Lokmanyatilak T,20
3061,Hwh Ltt Special,Howrah Junction,Lokmanyatilak T,20
2870,Hwh Ltt Special,Howrah Junction,Lokmanyatilak T,20
12839,Hwh Mas Mail,Howrah Junction,Chennai Central,20
2841,Hwh Mas Premium,Howrah Junction,Chennai Central,20
53049,Hwh Mka Passenger,Howrah Junction,Mokameh Junction,20
53003,Hwh Mldt F Passenger,Howrah Junction,Malda Town,20
13011,Hwh Mldt Intercity Express,Howrah Junction,Malda Town,20
3465,Hwh Mldt Special,Howrah Junction,Malda Town,20
12810,Hwh Mumbai Mail,Howrah Junction,Mumbai Cst,20
12321,Hwh Mumbai Mail,Howrah Junction,Mumbai Cst,20
22817,Hwh Mys Express,Howrah Junction,Mysore Junction,20
12323,Hwh Ndls Express,Howrah Junction,New Delhi,20
12249,Hwh Ndls Yuva E,Howrah Junction,New Delhi,20
22309,Hwh Njp Ac Express,Howrah Junction,New Jalpaiguri,20
